Timestamp,What is the gift's name?,Describe the gift,What does the gift cost?,Who is the manufacturer?,What is the link where people can buy it? (This should be the URL of this item on the seller's site.),Do we have the picture yet?,What type of gift are you looking for?,Picture file name,Who is the gift for?,What kind of person are they?,Price range
11/20/2012 13:59:18,A girl and her pig,"The long-awaited first cookbook from April Bloomfield, co-owner of three of New York's favourite restaurants. As you'll guess from the table, the emphasis is on nose-to-tail eating and with a British-Italian mix of flavours",20,Canongate Books,http://www.guardianbookshop.co.uk/BerteShopWeb/viewProduct.do?ISBN=9780857867315,Yes,Food gifts,aprilbloomfield.jpg,"Man, Woman",Traditionalist,£10-25
11/20/2012 14:03:03,Bread-baking kit,"A lovely way to get kids into bread baking – these kits contain everything you need to make a fun loaf with a difference, with heart shapes running through every slice. The kit includes a tin and shapers, so after you've run out of mix you can just restock from the website",15,Doodle Cook,http://www.doodlecook.com/collections/doodle-bread/products/doodlebread-kit-cocoa,Yes,Food gifts,doodlebread.jpg,"Man, Woman, Child, Baby or toddler, Couples",Traditionalist,£10-25
11/20/2012 14:05:53,Box of treats,"Looking for a wonderful gift for grazers and gourmets? You can subscribe them to a Flavrbox, and every month they will get a beautifully packed and very tasty box of goodies from independent producers in the UK",From 16,Flavrbox,http://flavrbox.com/,Yes,"Food gifts, Luxury gifts",flavrbox.jpg,"Man, Woman","Traditionalist, Ethical",£10-25
11/20/2012 14:11:43,Gin for joy,"It's a ginvent calendar. Seriously, what more do you need to know, people? ",79.95,Masters of Malt,http://www.masterofmalt.com/gin/drinks-by-the-dram/the-ginvent-calendar-gin/,Yes,"Food gifts, Decorations, Luxury gifts",ginventcalendar.jpg,"Man, Woman",,£50-100
11/20/2012 14:16:13,Cutie chops,"Sweetly simple, these little chopping boards are perfect for keen little cooks. There's a cat, a bear, and a rabbit, with other matching items – we particularly like the rabbit egg cup",20,Hop and Peck,http://hopandpeck.bigcartel.com/,Yes,"Homes/ decor, Food gifts",hopandpeck.jpg,"Man, Woman, Teenager, Child, Baby or toddler, Couples",Design lover,£10-25
11/20/2012 14:19:57,Yo ho ho and a bottle of ...,"Even if this didn't turn out to be wonderful black spiced rum, we'd be totally smitten by the bottle anyway. Luckily, it lives up to the wonderful packaging. No more shivering of timbers, though possibly some unsteady walking of the plank ",20.8,Kraken,http://www.thedrinkshop.com/products/nlpdetail.php?prodid=6895&afwinid=90909,Yes,Food gifts,kraken.jpg,"Man, Woman",Traditionalist,£10-25
11/20/2012 14:22:22,Molecular gastronomy kit,"Unleash the inner Heston in a friend. Just make sure it's not on a night you are invited round to dinner, unless you really fancy garden snail porridge",49,Molecule-r,http://www.selfridges.com/en/Home-Tech/Categories/Shop-Room/Kitchen/Food-preparation/Utensils-gadgets/Cuisine-R-Evolution-molecular-gastronomy-starter-kit_308-3002621-CUISINEREVOLUTION/?cm_mmc=SEO-_-google-_-googleshopping-_-Molecule-r&_$ja=tsid:32977|cc:|prd:18211757|cat:Home+%26+Tech+%3E+Categories+%3E+Cookshop+%3E+Food+preparation+%3E+Utensils+%26+gadgets,Yes,"Food gifts, Luxury gifts",MoleculeGastronomy.jpg,"Man, Woman, Couples",Design lover,£25-50
11/20/2012 14:25:17,Patissier's hamper,"The perfect gift for anyone who is leafing mournfully through their Paul Hollywood recipe books and missing Mary Berry like an absent grandmother. Everything you need to make top-quality patisseries at home, except for Paul's steely-eyed gaze and Mary's gentle guidance

",45,Sous Chef,http://www.souschef.co.uk/patissier-s-hamper.html,Yes,Food gifts,patissierhamper.jpg,"Man, Woman, Teenager",Traditionalist,£25-50
11/20/2012 14:33:55,Perfect pies,There are no fewer than five pie dishes in these vintage-style sets. Should satisfy even the most ardent piemaker,From 44.99,Falcon,http://www.falconenamelware.com/products/pie-set,Yes,Food gifts,pieset.jpg,"Man, Woman",Traditionalist,£25-50
11/20/2012 14:37:27,Pizza perfection,"Start nurturing your own little pizzaiolo at home with this kit. Includes tray, lifter, rolling pin, sauce brush and recipes. Does not include: Neopolitan sunshine, buffalo, tomato plants",19.99,Grimski and Hutch,http://www.thetravellingsouk.com/Grimski-and-Hutch/products/Pizza-Kit.html,Yes,Food gifts,PizzaKithetravellingsouk.com.jpg,"Child, Couples",,£10-25
11/20/2012 14:39:45,Have a hamper,A hamper of goodies for a health-conscious friend or family member. They can graze smugly on raw goodness while you scoff mince pies and chocolate – or you can browse the less wholesome but decidedly delicious alternatives,40,Planet Organic,http://www.planetorganic.com/catalogsearch/result/?q=hamper,Yes,"Food gifts, Luxury gifts",planetorganicrawhamper.jpg,"Man, Woman, Teenager",Ethical,£25-50
11/20/2012 14:46:06,Chocolate heaven,Beautifully produced recipe book from the exclusive chocolatier Rococo,25,Weidenfeld and Nicolson,http://www.guardianbookshop.co.uk/BerteShopWeb/viewProduct.do?ISBN=9780297865193,Yes,Food gifts,Rococo.jpg,"Man, Woman",Traditionalist,£10-25
11/20/2012 14:51:04,Teacake apron,"Wonderful apron with the iconic Tunnock's teacake design, printed on organic cotton. Gift for the sweetest chef ",17.95,Gillian Kyle,http://www.gilliankyle.com/products/tunnocks-teacake-wrapper-organic-apron,Yes,"Homes/ decor, Food gifts, Accessories",tunnocks.jpg,"Man, Woman, Teenager","Traditionalist, Ethical",£10-25
11/20/2012 14:53:44,Make your pud,"A lovely gift which you can even help eat, this pudding bowl with a sweet cloth wrapping over the lid contains everything you need to make up a delicious Christmas pudding. It even includes a “make a wish” sixpence",19.99,Riverside Lifestyle,http://www.riversidelifestyle.co.uk/index.php/shop/make-a-wish-christmas-pudding/,Yes,Food gifts,Xmaspuddingholyontop.jpg,"Man, Woman, Teenager, Child",Traditionalist,£10-25
11/20/2012 15:37:25,Recycled gems,"Joanna Cave uses recycled metal and thread, all sourced from her base in Greece, to make beautiful wearable pieces",From 48,Joanna Cave,http://www.econe.co.uk/designers/joanna-cave.html,Yes,Jewellery,joannacave.jpg,Woman,Ethical,£50-100
11/20/2012 15:39:14,Lovely locket,Wonderfully designed little mountain scene on an openable locket. Gold-plated chain with an additional little charm,29,Bonbi Forest,http://www.theshopfloorproject.com/Jewellery_Bonbi_Forest_MOUNTAIN_Locket_Gold.html,Yes,Jewellery,mountainLocket.jpg,"Woman, Teenager",Design lover,£25-50
11/20/2012 15:46:32,Autumn leaves,"Lovely pair of mismatched (deliberately, we hasten to add) enamel-glazed earrings",45,Plumo,http://www.plumo.com/products/Leaf-earrings.html,Yes,Jewellery,PlumoLeafEarrings.jpg,"Woman, Teenager",Ethical,£25-50
11/20/2012 15:48:44,Tree stand,Sweet little jewellery tree from which to hang the most treasured or used pieces,14.95,Rigby and Mac,http://www.rigbyandmac.com/gifts/by_recipient/for_her/wooden_jewellery_tree.htm,Yes,"Homes/ decor, Jewellery",RigbyMacJewelleryTree.jpg,"Woman, Teenager",,£10-25
11/20/2012 15:51:34,Cuff up,"Beautifully made brass, gold and leather bracelet with an almost sculptural feel",130,Shanny Alon,http://en-gb.boticca.com/shannyalon/hotaru-gold-leather-and-brass-bracelet-in-blue/,Yes,"Jewellery, Luxury gifts",ShannyAlonBoticca.jpg,Woman,Design lover,+ £100
11/20/2012 15:53:55,Statement style,"A great statement piece, hand-knitted in the UK from organic, fairly traded cotton and finished with a vintage ribbon ",38,A Alicia,http://www.thinkboutique.co.uk/gifts/plait-red-hand-knitted-necklace,Yes,Jewellery,ThinkBoutique.jpg,"Woman, Teenager",Ethical,£25-50
11/20/2012 15:09:59,Buzz box,"Perfect for jewellery, this little ceramic trinket box would be a charming stocking filler or a gift for a teen",7.95,Rigby and Mac,http://www.rigbyandmac.com/gifts/by_recipient/for_her/bee_trinket_box.htm,Yes,"Stocking fillers, Homes/ decor, Jewellery",beetrinketbox.jpg,"Woman, Teenager",Traditionalist,Under £10
11/20/2012 15:13:21,Personalised jewellery,"All of the beautifully made pieces from Chambers & Beau, from sterling-silver keys to leather wraps with silver beads, can be personalised with initials, dates or your own little message. Special gifts to treasure for a very lucky recipient",From 65,Chambers & Beau,https://www.chambersandbeau.com/shop/collections,Yes,"Jewellery, Luxury gifts",chambersandbeau.jpg,"Woman, Teenager",Traditionalist,£50-100
11/20/2012 15:15:20,Cool cuff,A very chic and simple white leather cuff with chevron detailing,19,CultureLabel.com x Oropopo,http://www.culturelabel.com/chevron-hourglass-white-leather-cuff.html,Yes,Jewellery,chevronwhite.jpg,"Woman, Teenager",Design lover,£10-25
11/20/2012 15:23:36,Pea perfection,Stunning gold pea-pod necklace with mirror writing inspired by Leonardo's own script. Luxury but with a quirky appeal,265,Comfort Station,http://www.comfortstation.co.uk/store/?p=79,Yes,"Jewellery, Luxury gifts",comfortstation.jpg,Woman,Design lover,+ £100
11/20/2012 15:25:02,What a cracker,"A festive perspex gem from Tatty Devine's wonderful collection. Perfect place to browse for gifts for teens, too. ",33,Tatty Devine,https://www.tattydevine.com/cracker-bang-necklace.html,Yes,Jewellery,crackertatty.jpg,"Woman, Teenager",Design lover,£25-50
11/20/2012 15:27:52,Animal charm,Beautifully made little animal pendants at a great price. Laser cut on cherry veneered wood,11,Finest Imaginary,http://www.finestimaginary.com/shop/jewellery-c-2/wooden-badger-necklace-p-135,Yes,Jewellery,finestimaginery.jpg,"Woman, Teenager",Design lover,£10-25
11/20/2012 15:29:53,Bob a job,Charming little illustrated black and white brooch featuring fisherman Bob. We like Bob. ,15,CultureLabel.com x Of Cabbages and Kings,http://www.culturelabel.com/fisherman-bob-brooch.html,Yes,Jewellery,Fishermanbob.jpg,"Woman, Teenager",Design lover,£10-25
11/20/2012 15:33:27,Make a splash,"An elegant, enamelled necklace with an art deco feel. Howkapow also stocks an array of lovely design-led gifts, so have a good browse of the site
",25,Karen Mabon,http://www.howkapow.com/swimmer-necklace,Yes,Jewellery,howkapownecklace.jpg,"Woman, Teenager",Design lover,£10-25
11/20/2012 16:15:23,Crochet magic,"Robins, holly, snowflakes – so passé. What your tree needs is some crochet - check out the site's risqué mermaid. Handmade in a fair-trade project focusing on empowering women in South Africa",16.50 (Euros),The South is Blooming,http://www.thesouthisblooming.com/shop/crocheted-christmas-mermaid/,Yes,Decorations,projetxmascomp.jpg,"Man, Woman",Ethical,£10-25
11/21/2012 8:11:56,Smart shirt,"Shirts smart enough for any office (the company makes both formal and more casual styles), and beautifully made from organic fairly traded cotton. A unique company and a lovely product",79,Arthur & Henry,http://www.arthurandhenry.com/products/semi-formal-hairline-blue-check-shirt,Yes,Fashion,arthurandhenry.jpg,Man,"Traditionalist, Ethical",£50-100
11/21/2012 8:14:38,Super shoes,"A luxury gift for a budding designer (or someone who can never find just the right pair of shoes) – at Upper Street's website you can design your own, choosing from a huge range of fabrics and materials, styles and heel heights",From 195,Upper Street,http://www.upperstreet.com/gifts/giftcard/,Yes,"Fashion, Luxury gifts",upperstreetshoes.jpg,Woman,Design lover,+ £100
11/21/2012 8:15:57,Tones and shades,"Who doesn't need a pair of headphones to match their every outfit? Well, maybe just one outfit then. Urbanears range of earphones and headphones come in a rainbow of pleasing shades",From 25,Urbanears,http://www.urbanears.com/headphones?gclid=COW14t2K3rMCFbMbtAodCCcAvA,Yes,Gadgets,urbanears.jpg,"Man, Woman, Teenager",Design lover,£25-50
11/21/2012 8:20:13,Gnaw on that,A Christmas pudding you won't want to share with anyone,3.25,Gnaw,http://www.lisaangel.co.uk/gnaw-speckled-pud-chocolate-bar?keyword=gnaw&description=1&model=1,Yes,"Stocking fillers, Food gifts",gnawchristmas.jpg,"Man, Woman, Teenager",Traditionalist,Under £10
11/21/2012 8:22:11,Snug as a bug,"Luxury for little ones: though keeping warm in freezing weather is obviously more of a necessity than a luxury, Spotty Otter does it in style. Beautifully designed with all the attention to detail you'd expect for an outdoor range, but in miniature sizes. Great for those in chilly climes
",90,Spotty Otter,http://www.spottyotter.co.uk/en/shop/drift-down-range,Yes,"Kids clothes, Luxury gifts",spottyotterkids.jpg,"Child, Baby or toddler",Outdoorsy type,£50-100
11/21/2012 8:26:22,Fuzzy pizza,"Fuzzy felt will never go out of fashion, and this is a lovely spin on it: a pizza box that comes with a pizza-shaped book and 50 felt pieces. Kids can play and then make the real thing from the recipes that are included
",9.99,Templar books,http://www.templarco.co.uk/novelty/pizza_fun.html,Yes,Toys,pizzafuzzyfelt.jpg,"Child, Baby or toddler",,Under £10
11/21/2012 8:27:30,Disappointing diary,"Featuring wonderfully downbeat pages allowing you to note down 'Ideas you will never follow up' and 'People you own money', this diary is a cheeringly depressing stocking filler",10,Asbury & Asbury/Hat-trick Design,http://www.asburyandasbury.com/projects/disappointmentsDiary.html,Yes,"Stocking fillers, Stationery, Accessories",disappointingdiary.jpg,"Man, Woman, Teenager",Design lover,Under £10
11/21/2012 8:28:17,Lace beauty,"Absolutely beautiful cardigan from delicate Scottish lace – all Minna garments are made using environmentally friendly techniques. A wardrobe classic. Can you tell this is top of my wishlist?
",135,Minna,http://www.minna.co.uk/shop/product/frankie-lace-cardigan,Yes,"Fashion, Luxury gifts",minafrankiebolero.jpg,Woman,Ethical,+ £100
11/21/2012 8:29:47,Wolf brooch,"Made from fur scraps, Walter is sold in Minna's kids section but we think he's big enough and bad enough to hang out with adults",25,Minna,http://www.minna.co.uk/shop/product/walter-wolf-brooch,Yes,"Kids clothes, Jewellery, Accessories",minnawalterbrooch.jpg,"Woman, Teenager, Child",Ethical,£25-50
11/21/2012 8:36:10,DJ Puss,"OK, it's unlikely that your cat will take to DJing in a big way, but whack a bit of catnip on the turntable and you'll at least get an amusing photograph out of it",20,Suck UK,http://www.culturelabel.com/cat-scratching-dj-decks.html,Yes,Toys,catscratchingdecks.jpg,Pet,,£10-25
11/21/2012 8:42:21,Luxury beds,These gorgeous cushions are handmade from vintage Welsh blankets. Perfect for the truly pampered pooch or kitty,From 75,Sarah Moore Vintage,http://www.sarahmoorevintage.com/shop/welsh-blanket-cat-and-dog-beds/,Yes,"Homes/ decor, Luxury gifts",vintagecatbed.jpg,Pet,Traditionalist,£50-100
11/21/2012 8:45:29,Fish cat bowl,"Contains two removable, dishwasher-safe stainless steel bowls. Available in a range of colour, plus a bone design for dogs",20,Hing,http://www.thepetextraordinarium.com/hing-fish-cat-bowl-red,Yes,Food gifts,hingcatbowl.jpg,Pet,Design lover,£10-25
11/21/2012 8:48:05,Non-revolting pheasant,What every animal-loving peaceful dog needs: a squeaky pheasant toy to maul in the knowledge that no wildlife is being harmed,11.04,Purplebone,http://www.petspyjamas.com/product/soft-toys/pheasant-toy/PRP-00118?cat_id=2,Yes,Toys,Pheasantpurplebone.jpg,Pet,Traditionalist,£10-25
11/21/2012 8:50:47,Doggy bag,"What to get the pampered pooch who has everything? Possibly a course at a dog-training centre would be the ticket, but if you must spoil them, make like Paris Hilton and tote them round in a, um, tote",179,Mungo & Maud,http://www.mungoandmaud.com/Dogs/Dog-Bags/Brown-%26-Navy-Canvas-Dog-Carrier-Bag/21/,Yes,Luxury gifts,dogbagmundomaud.jpg,Pet,Outdoorsy type,+ £100
11/21/2012 8:54:04,Tweed coat,Keep a dapper dog looking stylish and warm this Christmas,32.99,Purplebone,http://www.petspyjamas.com/product/coats/tweed-dog-coat/PRP-00109?cat_id=2,Yes,Accessories,TweedPurplebone.jpg,Pet,Traditionalist,£25-50
11/21/2012 8:57:04,Cat laser toy,For design-loving cats who can't bear the cutsie stuffed-mouse vibe,6.25,Ethical Products,http://www.petspyjamas.com/product/chew-toys/bella-rockin-laser/PTC-00098?cat_id=3,Yes,Toys,catlasertoy.jpg,Pet,Ethical,Under £10
11/21/2012 9:00:06,Pudding bed,"Don't forget your tiniest little friends this Christmas. Though to be honest, if they made this adult-sized, we'd buy one for ourselves and hibernate until March",2.99,Rosewood,http://www.omlet.co.uk/shop/hamsters_and_gerbils/hamster_toys/14812/christmas_pudding_bed_for_small_animals/,Yes,"Stocking fillers, Homes/ decor",Christmaspuddingbed.jpg,Pet,Traditionalist,Under £10
11/21/2012 9:03:17,Radiator bed,"A cosy bed/hiding place that hangs off a radiator for extra warmth and snuggliness. Who wouldn't want this? Well, aside from any contrarian cat. Which is pretty much all of them, isn't it?",24.99,Jolly Moggy ,http://www.omlet.co.uk/shop/cat_products/cat_beds/12886/bamboo_radiator_bed/,Yes,Homes/ decor,radiatorbed.jpg,Pet,Traditionalist,£10-25
11/21/2012 9:05:44,Codfather gift set,"Tuxedo-clad fish containing catnip. Get these, then leave a toy horse's head in your cat's bed? ",6,Ruff and Tumble,http://www.petsathome.com/shop/the-cod-father-cat-gift-set-by-ruff-n-tumble-99753?freeText=codfather&msg=MSG_SEARCH_ONE_MATCHING_PRODUCT,Yes,Toys,petsathomecodfather.jpg,Pet,Traditionalist,Under £10
11/21/2012 9:08:41,Hug a hoodie,"Dress up your dog for Christmas. Comes in a range of canine sizes. Not included: dog, expression of resigned but deep despair",9,Pets at Home,http://www.petsathome.com/webapp/wcs/stores/servlet/Search?freeText=reindeer+hoodie&x=0&y=0&storeId=10551&catalogId=10601&langId=-1,Yes,Fashion,petsathomedoghoodie.jpg,Pet,Traditionalist,Under £10
11/21/2012 9:15:57,Green hair,This great-value range from Faith in Nature is paraben-free and perfect for green stockings,5.2,Faith in Nature,http://www.ethicalsuperstore.com/products/faith-in-nature/?PCode=FSGESS15&gclid=CNSAsc3c37MCFQzKtAodkAsALg,Yes,"Stocking fillers, Beauty",faithinnature.jpg,"Woman, Teenager",Ethical,Under £10
11/21/2012 9:19:38,Lovely animal frocks,"Wonderful little handmade dresses from Wild Things – there are an array of adorably cute animals to chose from. The dresses are robust, stand up well to repeated washing and will charm parents and small people alike",From 34,Wild Things,http://www.etsy.com/shop/wildthingsdresses,Yes,"Kids clothes, Fashion",wildthings.jpg,"Child, Baby or toddler",Traditionalist,£25-50
11/21/2012 9:23:33,Junior masterchef,"Great stocking fillers for little creative cooks, Tala's retro-inspired baking range for kids includes cookie cutters, mini whisks and a measuring jug",From 2.99,Tala,http://www.mollieandfred.co.uk/advanced_search_result.html?y=0&x=0&keyword=tala&wizid=s9b74p6onoarh0bd0g4t35aa96&search_in_description=0,Yes,"Toys, Food gifts",talacooking.jpg,"Child, Baby or toddler",Traditionalist,Under £10
11/21/2012 9:32:43,Wonderful wallets,"Really beautifully made wallets inspired by musician-owner Ryan Barr's love of vintage guitars. It has a unique little pocket for a guitar pick as well as slots for all your less musical stuff. The Wanted Wallets site also has tonnes of other unusual brands, so do browse for other ideas",35,Whipping Post,http://www.wantedwallets.com/wallets/whipping-post-wallets-41.html,Yes,"Accessories, Luxury gifts",whippingpost.jpg,Man,Design lover,£25-50
11/21/2012 9:35:17,Cycle in style,"Beautifully cut and designed apparel designed with cyclists in mind, this long sleeve merino jersey may be perfect for riding, but is also stylish enough for all-day wear. Vulpine also make women's riding wear",85,Vulpine CC,http://www.vulpine.cc/Shop,Yes,"Fashion, Luxury gifts",vulpine.jpg,"Man, Woman","Outdoorsy type, Design lover",£50-100
11/21/2012 9:44:44,Sleepy time,Want to make sure you don't wake up when Father Christmas is delivering the presents? Then make sure this is hanging on the tree. Gentle lavender-infused balm to relax even the most over-excited mind,10,This Works,http://www.feelunique.com/p/this-works-Beauty-Ball-Silent-Night-Sleep-Balm-10g?q=this,Yes,"Decorations, Beauty",thisworksbalm.jpg,"Man, Woman, Teenager",Traditionalist,Under £10
11/21/2012 9:52:50,Dinosaur island,"Fabulous little self-assembly kit including waterfall, trees, volcano and dinosaurs. Not including: roaring noises, screaming",59.99,Bigjigs Toys,http://shop.bigjigstoys.co.uk/p/dinosaur-island,Yes,Toys,bigjigsdinoisland.jpg,"Child, Baby or toddler","Traditionalist, Ethical",£50-100
11/21/2012 10:00:32,Crochet rattles,"Adorable little crocheted rattles that you won't mind being whacked over the head with, and can cope with some gummy chewing, too",12.99,Sebra,http://www.kidsen.co.uk/crochet-deer-rattle.html,Yes,Toys,kidsenrattles.jpg,Baby or toddler,Traditionalist,£10-25
11/21/2012 10:08:08,Cashmere scarf,"For modern, understated but beautifully made classics for both men and women, head to Loft Design By. Gorgeous wardrobe staples",110,Loft Design By,http://www.loftdesignby.com/accessoires/echarpes-bonnet-et-gants/franz-1.html,Yes,"Fashion, Accessories, Luxury gifts",loftscarf.jpg,"Man, Woman",Design lover,£50-100
11/21/2012 13:42:33,Beautiful brownies,"The squidgiest, tastiest brownies and most mouth-watering chocolate imaginable, all wrapped up in lovely gift sets to send by mail. Send them direct or you'll end up drooling all over the packaging, which is not a good festive look",From 9.60,Cocoaloco,http://www.cocoaloco.co.uk/acatalog/Organic_Chocolate_Selections_GiftBox.html,Yes,Food gifts,cocolocobrownies.jpg,"Man, Woman, Teenager, Couples",Traditionalist,£10-25
11/21/2012 14:34:36,Simple watches,"A rainbow of shades to satisfy all tastes, these simple watches come in packaging inspired by the tuna can. Something to remember on the morning commute. Or is that sardines?",29,OClock,http://www.steadyguy.co.uk/O-CLOCK-WATCHES,Yes,Accessories,oclockwatch.jpg,"Man, Woman, Teenager",Design lover,£25-50
11/21/2012 15:01:09,Mulled wine sachets,"It's a miserable Scrooge indeed who doesn't love a mug of mulled wine at Christmas. These lovely little spice bouquets make the process easier. Just add wine, and orange juice and brandy if you prefer",4.5,Weanie Beans,http://weaniebeans.com/shop/Mulled%20Wine%20Spice%20Bouquets,Yes,"Stocking fillers, Food gifts",mulledwine.jpg,"Man, Woman",Traditionalist,Under £10
11/21/2012 15:09:07,Commuter kit,"The perfect gift for someone who spends way too much time on public transport. Or indeed in their own car. The Aeropress means they can brew up delicious coffee on the go. The kit comes with a cup, the press, a particularly nice coffee blend and a tea towel, in case of accidents",40,Weanie Beans,http://weaniebeans.com/shop/Commuter%20Coffee%20Kit,Yes,Food gifts,weaniebeans.jpg,"Man, Woman, Couples",Outdoorsy type,£25-50
11/21/2012 15:15:14,Yorkshire hamper,"Food hampers are 10 a penny but this one is really special. Full of sweet treats from Lottie Shaw, including some wonderfully fiery parkin biscuits, a dangerously moreish fruitcake and some light and tasty mince pies. And that's just for starters
",45,Lottie Shaw,http://www.loveyourlarder.com/lottieshaws/lottieshawsseriouslygoodyorkshirechristmashamper,Yes,"Food gifts, Luxury gifts",loveyourlarder.jpg,"Man, Woman",Traditionalist,£25-50
11/21/2012 15:39:10,Decadent delight,"The chocolate connoisseur in your life is not going to be happy with a box of Quality Street, are they? Impress them instead with this gift box from premium brand La Maison du Chocolat. It blends traditional festive flavours – spices, praline, champagne with the purest of chocolate. Yum",45,Le Maison du Chocolat,http://www.lamaisonduchocolat.co.uk/uk/en/product/christmas-star-gift-box-32-chocolates,Yes,"Food gifts, Luxury gifts",maisonchocolat.jpg,"Man, Woman",Traditionalist,£25-50
11/22/2012 9:07:38,Lovely notebooks,"The highest quality little notebooks from a genuinely historic company. The detail – for example, page numbers for helpful indexing – is brilliant. Pick up one of the in-book pen loops as well – you'll never have to fish around in your bag for a lost Biro again",From 2.95,Leuchtturm 1917,http://www.thepaperie.co.uk/brands/leuchtturm1917?gclid=CKap75ac4rMCFU3HtAod2kUAbQ,Yes,"Stocking fillers, Stationery",leuchtturm1917.jpg,"Man, Woman, Teenager, Couples",Design lover,Under £10
11/23/2012 14:34:54,Bliss bag,"A reviving treat of lemon with seasonal sage (it's wasted on the turkey)
",39,Bliss ,http://www.blissworld.co.uk/gifts/bliss-merry-citrus-lemon-sage-gift-set/,Yes,Beauty,bliss.jpg,"Woman, Teenager",Traditionalist,£25-50
11/19/2012 15:36:12,Electric guitar,For little rockers-in-training,40,John Lewis,http://www.johnlewis.com/231303504/Product.aspx,Yes,"Toys, Gadgets",electricguitar.jpg,Teenager,Culture vulture,£25-50
11/19/2012 15:37:33,Leather bracelets,Perfect for teens to layer up and show off,44,Annie Haak Designs,http://www.anniehaakdesigns.co.uk/bracelets/wanti-wanti-wrap-silver-leather-cord-friendship-bracelets#.UKKPFr9nFE4,Yes,"Jewellery, Accessories",cordbracelets.jpg,"Woman, Teenager","Traditionalist, Outdoorsy type",£25-50
11/19/2012 15:38:42,Champagne flutes,Suitibly glitzy vessels for the Christmas morning fizz,30,LSA,http://www.lsa-international.com/type/wine-water-glasses/red-wine-glass-x-4.html,Yes,"Homes/ decor, Food gifts",Champagneglass.jpg,"Man, Woman, Couples",Design lover,£25-50
11/19/2012 15:44:56,"Socks. Yes, socks",Toast says these are house socks. They are wrong. They are awesome wellington boot socks,29,Toast,http://www.toast.co.uk/product/slippers+and+socks/FPPP8/ARAN+KNIT+HOUSE+SOCK.htm?categoryref=%2fcategory.aspx%3fcategoryid%3dslippers%2520and%2520socks%26seoterm%3dslippers%2520socks%26&pcat=slippers+and+socks&adimage=&clr=FPPP8_deepred,Yes,"Gardens, Accessories, Fashion",toastsocks.jpg,Woman,Outdoorsy type,£25-50
11/19/2012 15:46:36,Men's skincare,"The perfect gift for a man who wants good grooming in a simple, gentle routine",38.8,Liz Earle,http://uk.lizearle.com/everyday-skincare-offer,Yes,Beauty,mensskincare.jpg,Man,Traditionalist,£25-50
11/19/2012 15:47:59,Grown up mittens,You'll score top fashion points with these Markus Lupfer for Whistles mittens,45,Whistles,http://www.whistles.co.uk/fcp/categorylist/dept/Accessories?resetFilters=true#ID=id_903000059064_markus_GBP&category=markus,Yes,"Fashion, Accessories",mittens.jpg,"Woman, Teenager",Outdoorsy type,£25-50
11/19/2012 15:54:13,Necklace,Carrie and the SATC crew may be off our screens now but the name necklace trend will just keep on going,45,Anna Lou of London,http://www.annalouoflondon.com/productdetails.asp?id=3295,Yes,Jewellery,namenecklace.jpg,"Woman, Teenager",Traditionalist,£25-50
11/19/2012 15:57:45,Cube Bot,A jolly antidote to the plethora of plastic in toy departments,29.99,Addject Ltd,http://www.notonthehighstreet.com/addject/product/cube-bot-large,Yes,"Toys, Gadgets",cubebot.jpg,"Teenager, Child, Baby or toddler",Design lover,£25-50
11/19/2012 15:59:16,Mobile speakers,"Tiny, portable laptop speakers.",31.95,Chill Pill,http://www.chemical-records.co.uk/sc/servlet/Info?Track=CPA001,Yes,"Accessories, Gadgets",portablespeakers.jpg,"Man, Woman, Teenager",Culture vulture,£25-50
11/19/2012 16:00:45,Beluga Vodka,"Yotam Ottolenghi recommends it. No hangover, apparently (not guaranteed)",34.95,Beluga,http://www.thewhiskyexchange.com/P-9930.aspx,Yes,Food gifts,belugavodka.jpg,"Man, Woman, Couples",Traditionalist,£25-50
11/19/2012 16:02:02,BFI Membership,"Become a member of the BFI (British Film Institute) Southbank, which gets you all sorts of booking privileges",40,BFI,http://filmstore.bfi.org.uk/acatalog/BFI_Gift_Membership.html,Yes,Accessories,membership.jpg,"Man, Woman",Culture vulture,£25-50
11/19/2012 16:04:53,Bowl,The cutest dog bowl you can buy. Probably,35,Fenella Smith,http://www.fenellasmith.com/store/animals/pug-rectangular-dogbowl,Yes,Homes/ decor,dogbowl.jpg,Pet,"Traditionalist, Design lover",£25-50
11/19/2012 16:07:26,Cosy cashmere,"This kind of wintry weather requires a woolly hat, and if it's cashmere then all the better",95,Brora,http://www.brora.co.uk/Product/Product.aspx?WebShopCodeStr=A2&WebSegmentCodeStr=S5&WebCategoryCodeStr=CV&StyleCodeStr=WJ605&PT=1&PC=A2-S5-CV#,Yes,"Fashion, Accessories, Luxury gifts",cashmerehat.jpg,"Woman, Teenager",Outdoorsy type,£50-100
11/19/2012 16:09:03,Popcorn maker,Perfect for the film-night enthusiast,59.95,Selfridges,http://www.selfridges.com/en/Home-Tech/Categories/Shop-Home/Kitchen-electrical/Cooking-appliances/Retro-Series-hot-air-popcorn-maker_306-3002761-RHP625/?cm_mmc=SEO-_-google-_-googleshopping-_-Nostalgia+Electrics&_$ja=tsid:32977|cc:|prd:22729583|cat:Home+%26+Tech+%3E+Categories+%3E+Shop+Room+%3E+Kitchen+%3E+Kitchen+electrical+%3E+Cooking+appliances,Yes,"Homes/ decor, Food gifts",popcornmaker.jpg,"Man, Woman, Teenager, Couples",Traditionalist,£50-100
